cnpj_basico;razao_social;endereco_completo;cep;ddd;tel;email;desc_porte;nomenclatura_natureza
53739464;CLEYTON FILMS E ACESSORIOS AUTOMOTIVO LTDA;RUA CASTRO ALVES, 6 - VILA MIRIAN;19013250;18;91239013;CLEYTONFILMS@OUTLOOK.COM;ME - Micro Empresa;Sociedade Empresária Limitada
53743483;GLIMA SERVICOS DE CONTABILIDADE LTDA;RUA MANOEL CRUZ, 109 - RESIDENCIAL MINERVA I;19026168;18;96037614;GU_GLIMA@HOTMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
53920032;R.M COLETAS LTDA;RUA SALVINO THEODORO PEREIRA, 22 - PARQUE RESIDENCIAL SAO LUCAS;19025060;11;96586061;DBFCONTABILIDADE@OUTLOOK.COM;ME - Micro Empresa;Sociedade Empresária Limitada
53973015;INVENTIVE EDUCATION LTDA;RUA OTHMAR BOHAC, 41 - JARDIM ESPLANADA;19061400;18;96898085;PROF.ADRIANO1210@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
54099201;TRANSCAROLINA LTDA;RUA PEDRO FREDERICO ANGELI, 77 - PARQUE RESIDENCIAL DAMHA II;19053770;18;91333701;MARCELOPOSTIGO@YAHOO.COM;ME - Micro Empresa;Sociedade Empresária Limitada
54271396;NEXUS GESTAO MANUTENCAO PREDIAL E CONSTRUCAO LTDA;RUA DAS ROSAS, 140 - CECAP;19065490;18;96323090;BRUNO_GARDIN@HOTMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
54313429;IRMA COSER SILVA LIMITADA;AVENIDA BRASIL, 760 - CENTRO;19010031;18;39037740;FIEL@STETNET.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
54343617;R&A ALINHAMENTO E BALANCEAMENTO LTDA;AVENIDA ANA JACINTA, 1050 - JARDIM BELA VISTA;19027080;18;96663902;ANDRE.ALCAPONE@YAHOO.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
54361230;INSTITUTO DE PSIQUIATRIA DE PRESIDENTE PRUDENTE LTDA;RUA JOSE MALDONADO VICENTE, 38 - JARDIM CAMBUY;19061552;18;39172075;LEGALIZACAO@DELLICAMPOS.COM.BR;EPP - Empresa de Pequeno Porte;Sociedade Empresária Limitada
54364993;SANTOS GALVAO SERVICOS DE APOIO ADMINISTRATIVO LTDA;RUA REVERENDO CORIOLANO, 1286 - RESIDENCIAL;19015070;18;39026466;ESCVIG@ESCRITORIOVIGILANTE.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
54368106;W. CODE LTDA;RUA KARINE MARIA RESENDE CASTANHA, 46 - RESIDENCIAL BONGIOVANI;19028355;18;32691324;CONTATO@ESCRITORIOPRIMUS.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
54383074;MAH VIEIRA SERVICOS MEDICOS LTDA;RUA QUINZE DE NOVEMBRO, 579 - JARDIM AVIACAO;19020460;18;96320209;MARCELOVIEIRA020994@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
54389769;CLINICA DE PSICOLOGIA BEM VIVER PRUDENTINA LTDA;RUA CORONEL QUINCAS VIEIRA, 1273 - VILA GINASIO;19015220;18;32218566;DANICECCONELLO@YAHOO.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
54400113;METTA ALUMINIO LTDA;RUA ZEFERINO DANIEL CASEIRO, 654 - JARDIM MARACANA;19026250;18;97490920;METTAALUMINIO@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
54436041;M.C. CANEVALI SERVICOS MEDICOS LTDA;RUA PROFESSOR DITAO, 108 - JARDIM PAULISTANO;19013770;18;32220037;ESCRITORIO.MEDBILL@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
54079862;PEREGRINOS CONSULTORIA EMPRESARIAL E IMOBILARIA LTDA;RUA JOANA RAMELI BONGIOVANI, 202 - JARDIM NOVO BONGIOVANI;19026730;18;96483031;CIDINHOSOUZA@BOL.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
54543260;C.R.J ROUPAS E ACESSORIOS SOCIEDADE EMPRESARIA LTDA;RUA ALVINO GOMES TEIXEIRA, 495 - VILA FURQUIM;19030440;18;88263092;COMITRE.CONTABILIDADE@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
54577992;FEDATO & FURLANETTI ARQUITETURA LTDA;RUA MANAUS, 101 - JARDIM BRASILIA;19046190;18;81555395;FURLANETTI.ARQUITETO@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
54689491;GP FADIN CONVENIENCIA LTDA;AVENIDA SALIM FARAH MALUF, 2370 - JARDIM DAS ROSAS;19026240;18;39063288;GPLARDOSMENINOS@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
54796590;NEXT FROTAS LTDA;RUA NICOLAU CACCIATORI, 477 - JARDIM DOS PIONEIROS;19050340;18;97440192;NEXTFROTAS@HOTMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
54827758;JOMEP LOCACOES E SERVICOS LTDA;RUA NESTOR SEABRA, 590 - JARDIM PAULISTA;19023360;18;96562557;HUGO.PREVEDEL@JOMEP.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
54970501;ESTUDIO CAMA ARQUITETURA LTDA;RUA GEREMIA ANHASCO, 182 - SEM DENOMINACAO I;19065780;18;96618124;ESTUDIOCAMA.CONTATO@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
54982978;LIMPCINA LTDA;RUA SAO SEBASTIAO, 527 - VILA MACHADINHO;19020640;18;96654172;LIMPCINA@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
55050683;ALPHA IMOVEIS PP LTDA;RUA REVERENDO CORIOLANO, 1900 - RESIDENCIAL;19015070;18;96033890;ALPHAIMOVEISPP@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
55079680;EDILSON M. SANCHEZ UTENSILIOS LTDA;RUA ERNESTO BROGIATTO, 26 - JARDIM BALNEARIO;19065520;11;12699507;BAZARDOAMARAL2022@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
55104948;BRAZ MODAELLI ENGENHARIA LTDA;RUA AGAPITO LEMOS, 340 - PARQUE SAO JUDAS TADEU;19024180;18;96251933;EC.FELIPEGUSTAVO@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
55148695;EAGLE PEAK PARTICIPACOES LTDA;RUA DORALICE APARECIDA BATISTA DE MELLO, 70 - PORTO MADERO RESIDENCE;19053871;18;32214314;DATACON@IFTNET.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
55229788;CARDOSO SERVICOS ADMINISTRATIVOS LTDA;RUA ANTONIO LOPES FILHO, 467 - JARDIM SANTA CLARA;19025589;18;32234031;CONTATO@ALIANCACONTABIL.NET;EPP - Empresa de Pequeno Porte;Sociedade Empresária Limitada
55234705;SER E VIVER CENTRO DE PSICOLOGIA LTDA;RUA RIO CLARO, 44 - VILA TABAJARA;19014230;18;81451171;TALITHABOTTER@HOTMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
55238295;MULTIPLUS PAY SERVICOS FINANCEIROS LTDA;RUA DOZE DE OUTUBRO, 623 - JARDIM AVIACAO;19020520;18;32218134;FINANCEIRO@MULTIPLUSCARD.COM.BR;EPP - Empresa de Pequeno Porte;Sociedade Empresária Limitada
55247245;GV CLINICA MEDICA LTDA;RUA ESTEVAN PERES BOMEDIANO, 129 - JARDIM PAULISTA;19023380;18;97720816;CLINICAPEDIATRICA43@GMAIL.COM;EPP - Empresa de Pequeno Porte;Sociedade Empresária Limitada
55322624;ABREU - CLINICA & PSICOLOGIA LTDA;RUA CLAUDIONOR SANDOVAL, 989 - VILA ROSA;19023200;18;91446792;WALACIABREU@HOTMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
55359781;N&F ASSISTENCIA TECNICA EM MOTORES ELETRICOS LTDA;AVENIDA CORONEL JOSE SOARES MARCONDES, 3700 - JARDIM BONGIOVANI;19050230;11;74897448;FERNANDOCECCHINASCIMENTO@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
55157304;MBBAZAN LTDA;RUA FRANCISCO GOMES, 75 - JARDIM PAULISTANO;19013780;43;33370426;CONTABILIDADE@AVIVE.SRV.BR;ME - Micro Empresa;Sociedade Empresária Limitada
55426798;FURTUOSO FAST FOOD LTDA;AVENIDA MANOEL GOULART, 1910 - VILA SANTA HELENA;19015241;18;39288030;ARMANDODIMENSAO@HOTMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
55647890;COLOMBO EVENTOS LTDA;RUA CARLOS PADOVAN, 200 - PARQUE WATAL ISHIBASHI;19033690;18;32227265;ESCRITORIOPARMELS@HOTMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
55723073;CLINICA CASTILHO ISEPON LTDA;RUA ANTONIO ISAAC CACERES, 82 - JARDIM CAMBUY;19061546;18;98222230;DRALUCASTILHO@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
55746871;AMANDA PIFFER SERVICOS MEDICOS LTDA;RUA PROFESSOR DITAO, 108 - JARDIM PAULISTANO;19013770;18;32220037;ESCRITORIO.MEDBILL@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
55768765;SANTAELA SERVICOS MEDICOS LTDA;RUA PROFESSOR DITAO, 108 - JARDIM PAULISTANO;19013770;18;32220037;ESCRITORIO.MEDBILL@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
55803178;CARNEIRO SANTOS SERVICOS MEDICOS LTDA;RUA PROFESSOR DITAO, 108 - JARDIM PAULISTANO;19013770;18;32220037;ESCRITORIO.MEDBILL@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
55817611;COOKIETOS LTDA;AVENIDA CORONEL JOSE SOARES MARCONDES, 3700 - JARDIM BONGIOVANI;19050230;18;97870910;COOKIETOSCOOKIESARTESANAIS@GMAIL.COM;EPP - Empresa de Pequeno Porte;Sociedade Empresária Limitada
42544529;BAUM COMERCIO DE FRUTAS LTDA;AVENIDA PRESIDENTE JUSCELINO KUBITSCHEK, 105 - JARDIM JEQUITIBA;19065300;43;96964527;ADM@AGROBAUM.COM;ME - Micro Empresa;Sociedade Empresária Limitada
55870484;N.L. TECNOLOGIA DA INFORMACAO LTDA;RUA HELIO ANTONIO BRAGATO, 105 - JARDIM VALE DO SOL;19063506;14;33358959;CONTATO@EXTCONTABILIDADE.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
55927712;JOSE VALDIR DE OLIVEIRA RESTAURANTE LTDA;RUA BELLA, 591 - VILA NOVA;19015260;18;97107931;RURAL@TERRA.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
55927788;AB CONSULTORIA E NEGOCIOS EMPRESARIAIS LTDA;RUA ARISTIDES GOMES DE OLIVEIRA, 76 - PORTO SEGURO RESIDENCE;19066394;51;33333333;SP.AMAURIBEZERRA@STUDIOFISCAL.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
55932157;JS COMERCIO E DISTRIBUIDORA DE FRUTAS, VERDURAS E LEGUMES LTDA;RUA LUIZ PEDRINI, 150 - JARDIM SAO GABRIEL;19065650;18;97630452;VERTENCE@VERTENCE.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
56061598;MARMOV PLANEJADOS LTDA;AVENIDA MASAHARU AKAKI, 323 - PARQUE WATAL ISHIBASHI;19033570;18;81176014;MARMOVPRUDENTE@HOTMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
56109095;RENATA MARKETING E PROMOCOES LTDA;RUA BERTIOGA, 210 - JARDIM PAULISTA;19023580;18;98048536;RENATAJUSTINSHOPPING@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
54689384;FOCO DEALER SERVICOS DE RECRUTAMENTO E SELECAO LTDA;AVENIDA COMENDADOR ALBERTO BONFIGLIOLI, 2700 - JARDIM ITAIPU;19063390;18;98814573;FELIPPEGTOLEDO@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
56213635;B. VICENTE MARCELINO ADMINISTRACOES LTDA;RUA MINORO AKIAMA, 55 - JARDIM SANTA ELIZA;19027030;18;97353435;BRUNOVMARCELINO@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
56384144;PITTA PIERUCCI ASSESSORIA ESPORTIVA LTDA;AVENIDA ONZE DE MAIO, 2121 - JARDIM JOAO PAULO II;19061360;67;81260081;GESCONTPP@OUTLOOK.COM;ME - Micro Empresa;Sociedade Empresária Limitada
56429755;AGROPECUARIA ALIANCA COMERCIAL LTDA;AVENIDA COMENDADOR ALBERTO BONFIGLIOLI, 2899 - CONJUNTO HABITACIONAL ANA JACINTA;19064002;18;97204282;AGROPECALIANCACOMERCIAL@GMAIL.COM;EPP - Empresa de Pequeno Porte;Sociedade Empresária Limitada
56882696;MAYARA ALVES GIACOMINI LTDA;RUA MARIA SEBASTIANA MORAES DE OLIVEIRA, 57 - JARDIM SAO PAULO;19027185;18;96125314;MAYARAAGIACOMINI@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
56945479;ENGENHATECH ENGENHARIA LTDA;RUA ROSARIA MALDONADO, 153 - JARDIM OURO VERDE;19085300;43;96131881;CONTATO@ENGENHATECH.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
57015287;A. DE LIMA SERVICOS CONTABEIS LTDA;RUA VEREADOR JOSE CARLOS PACHECO, 494 - PORTO SEGURO RESIDENCE;19066386;11;38356677;CRISTIANE@MAIONCIA.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
57051899;TOKYO COZINHA INDUSTRIAL LTDA;RUA CRISTO REDENTOR, 580 - JARDIM CAICARA;19050640;18;97256663;CONTATO.ALCANTU@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
57052255;MSG AUDIO LTDA;RUA NACOES UNIDAS, 373 - VILA ARISTARCHO;19013330;18;21041198;ESCLIDER@ESCLIDER.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
57083903;JJ DA SILVA PRODUTOS ALIMENTICIOS LTDA;RUA SETE DE SETEMBRO, 449 - MONTALVAO;19110050;18;97292055;JEFERSON.CABECA157@GMAL.COM;EPP - Empresa de Pequeno Porte;Sociedade Empresária Limitada
57221081;M&G CALCULOS LTDA;AVENIDA DA SAUDADE, 535 - CIDADE UNIVERSITARIA;19050310;18;81216081;MAYARA@MAGALHAESGRANGEIRO.COM.BR;EPP - Empresa de Pequeno Porte;Sociedade Empresária Limitada
57229511;MANAFLOW SOLUCOES TECNOLOGICAS LTDA;RUA MARCILIO LIGABONE, 91 - JARDIM ITAPURA;19035140;18;96122196;MANAFLOWTECH@HOTMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
57306280;SALA FERRO ADMINISTRACAO DE IMOVEIS LTDA;RUA CINCINATO BAPTISTA DE SOUZA, 51 - RESIDENCIAL PORTINARI;19026878;18;81009724;RODRIGOSALAFERRO@HOTMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
54649103;MELANCITA MAQUIAGENS LTDA;RUA RUI BARBOSA, 92 A - CENTRO;19010260;18;21041198;ESCLIDER@ESCLIDER.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
57391585;ELETROINVEST LTDA;RUA IGNES GAIOTT TAMAOKI, 630 - CONJUNTO HABITACIONAL ANA JACINTA;19064325;18;96352251;LEOORTIZ98@OUTLOOK.COM;ME - Micro Empresa;Sociedade Empresária Limitada
57411627;SGS  SERVICOS DE ALIMENTACAO LTDA;RUA DAS ARUEIRAS, 203 - NUCLEO BARTHOLOMEU BUENO DE MIRANDA;19066010;18;32212233;CONTCENTER@STETNET.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
57423506;EDC PRODUTOS NATURAIS LTDA;RUA DOUTOR GURGEL, 186 - CENTRO;19010020;18;32030544;ESPECIARIASDOCHEF@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
57454745;RSG PROMOCOES E INTERMEDIACOES LTDA;RUA MARIA ANGELA DE OLIVEIRA ESTERQUE, 963 - JARDIM SANTA FE;19063747;18;97260960;ROGATTA@HOTMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
57530519;GONZALEZ REYES SERVICOS MEDICOS LTDA;AVENIDA WASHINGTON LUIZ, 1766 - JARDIM PAULISTA;19023450;18;39172075;LEGALIZACAO@DELLICAMPOS.COM.BR;EPP - Empresa de Pequeno Porte;Sociedade Empresária Limitada
57530653;PEQUENO MUNDO ENTRETENIMENTO INFANTIL LTDA;RUA DONATO ARMELIN, 937 - JD. BONGIOVANI;19050260;18;32731644;EAMARILDO@UOL.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
51603705;ESSENCIALVITA NUTRICOSMETICOS E SUPLEMENTOS LTDA;RUA ALVARES MACHADO, 781 - VILA EUCLIDES;19015450;18;81070102;COMITRE.CONTABILIDADE@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
57601263;MRB LABORATORIO DE PROTESE LTDA;RUA JOAQUIM NABUCO, 150 - BAIRRO DO BOSQUE;19010070;11;26711111;SOCIETARIOEREGULATORIO@CONSTANZO.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
57608237;ISP COMERCIO VAREJISTA DE CONFECCOES LTDA;AVENIDA MANOEL GOULART, 1463 - VILA SANTA HELENA;19015241;44;88329671;IAN.STUANI@ALLHUNTER.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
57650838;JG FITNESS LTDA;AVENIDA ANTONIO PERUCHI, 126 - VIDA NOVA PRESIDENTE PRUDENTE I;19044391;18;97915527;JGFITNESSPP@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
57659834;ROBERTA VENTURA JOVELHO LTDA;RUA DARIO VINCOLETO, 491 - PARQUE RESIDENCIAL VITORIA REGIA;19026060;18;91032418;ESCRITORIOELIO@STETNET.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
57682592;TRG COSMETICOS LTDA;AVENIDA MANOEL GOULART, 2400 - VILA SANTA HELENA;19060000;12;97862281;PCTROGLIO@HOTMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
57707223;COMERCIAL PANT LTDA;RUA BENJAMIN TERNURY, 277 - JARDIM TROPICAL;19063330;18;32219878;FOCUSCON@TERRA.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
57892971;DBJPR MIRANDA ADMINISTRADORA DE BENS LTDA;RUA DOUTOR JOSE TEIXEIRA LIBORIO, 151 - PARQUE HIGIENOPOLIS;19053610;18;32235677;DP.ORGSANTOS@HOTMAIL.COM;EPP - Empresa de Pequeno Porte;Sociedade Empresária Limitada
57904621;RADAR FERRAMENTAS E MANUTENCOES LTDA;AVENIDA GUSTAVO ANTONIO MARCELINO, 481 - CONJUNTO HABITACIONAL ANA JACINTA;19064170;18;96639512;CONTATO@CONTABILPRATICA.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
57991979;SEPTEM ADMINISTRACAO DE IMOVEIS LTDA;ALAMEDA LUIZ CARLOS MEIRELES, 84 - PARQUE RESIDENCIAL DAMHA III;19053799;18;81160500;TJBONFIM@GMAIL.COM;EPP - Empresa de Pequeno Porte;Sociedade Empresária Limitada
58040638;CS3 CONTABILIDADE E CONSULTORIA LTDA;RUA JOAO GOETZ, 714/3 - VILA GUAIRA;19061460;18;99999999;ESCRITORIO@CS3CONTABILIDADE.COM.BR;EPP - Empresa de Pequeno Porte;Sociedade Empresária Limitada
58096644;NAAVI CLINICA INTEGRATIVA DE SAUDE E VITALIDADE LTDA;RUA CAPITAO WALTER RIBEIRO, 173 - BAIRRO DO BOSQUE;19010120;18;81115467;NATHZC@HOTMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
58102665;MERCADO COLONIAL PRUDENTE LTDA;RUA JOAO VICENTE MENDONCA FILHO, 70 - VILA FORMOSA;19013490;18;39167817;WILIASCASTRO@YAHOO.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
58104451;RECRIAR CLINICA DE PSICOLOGIA LTDA;RUA FERNAO DIAS, 1288 - VILA SANTA TEREZA;19023280;18;96022205;DEBORAHYAMACHITAPSI@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
58105873;WAV CELULARES LTDA;RUA SIQUEIRA CAMPOS, 1545 - VILA ROBERTO;19013030;18;97218318;DOSANJOSVINCO@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
58130882;PATRICIA REGINA DE LIMA CILLA - PSICOLOGA LTDA;RUA ALDAIR AUGUSTO DA SILVA, 73 - RESIDENCIAL PARQUE DOS GIRASSOIS;19062313;18;32236555;CONTABILIDADE@PHMSISTEMAS.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
58150380;PEREIRA SERVICOS MEDICOS LTDA;RUA DOS PAULISTAS, 925 - VILA SANTA TEREZA;19023290;18;32220304;LUCIANA@CONDUTA.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
58190033;GASQUES SERVICOS MEDICOS LTDA;RUA PROFESSOR DITAO, 108 - JARDIM PAULISTANO;19013770;18;32220037;ESCRITORIO.MEDBILL@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
58208359;RMT E-COMMERCE LTDA;RUA AGNEZA EMBERSIE, 74 - RESIDENCIAL FLORENZA;19062080;18;97083201;RMTECOMMERCE@YAHOO.COM;ME - Micro Empresa;Sociedade Empresária Limitada
58343512;REPRESENTACAO DINIZ CONSULTORIA LTDA;RUA ABILIO NASCIMENTO, 148 - VILA MARINA;19031000;18;97323287;DINIZCONSULTORIAESOLUCOES@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
58393466;YW SERVICOS MEDICOS LTDA;RUA ANTONIO ALMODOVA, 71 - JARDIM AQUINOPOLIS;19061070;44;30252182;CONTRATO@MEDCONTABIL.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
58404082;CLINICA VETERINARIA ANGELONI LTDA;AVENIDA GETULIO VARGAS, 173 - BOSQUE;19010170;18;92027159;ANGELONIVETERINARIA@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
58449049;CAIO BOLFER MEDICINA E SAUDE LTDA;RUA CEZARINO SILVESTRE DA SILVA, 106 - PARQUE RESIDENCIAL DAMHA II;19053755;18;81220901;CAIOOBOLFER@ICLOUD.COM;ME - Micro Empresa;Sociedade Empresária Limitada
58451509;RCNC PARTICIPACOES LTDA;AVENIDA CORONEL JOSE SOARES MARCONDES, 871 - BOSQUE;19010080;18;39045285;CONTABIL@PRUDENTEC.COM.BR;EPP - Empresa de Pequeno Porte;Sociedade Empresária Limitada
58453527;JXP INTERMEDIACOES DE NEGOCIOS LTDA;AVENIDA DA SAUDADE, 910 - CIDADE UNIVERSITARIA;19050310;18;33111665;LEGAL@ORCAERAZAOCONTABILIDADE.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
11974068;EMPLAK JA - COMERCIO DE PLACAS LTDA;AVENIDA BRASIL, 2219 - JARDIM BELA DARIA;19013001;18;97535978;EMPLAKJAMERCOSUL@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
58501629;BEST TECH PARTICIPACOES E ADMINISTRACAO LTDA;RUA COMENDADOR JOAO PERETTI, 213 - VILA SANTA HELENA;19015610;18;32215575;VOLPI@VOLPICONTABILIDADE.COM.BR;EPP - Empresa de Pequeno Porte;Sociedade Empresária Limitada
58532815;A. SERGIO SERVICOS MEDICOS LTDA;RUA PROFESSOR DITAO, 108 - JARDIM PAULISTANO;19013770;18;32220037;ESCRITORIO.MEDBILL@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
58554458;NUTRICIONISTA MARCELA GUERREIRO LTDA;RUA JOSE NAVARRO, 19 - RESIDENCIAL SOLARES;19068188;18;96904093;NUTRIMARCELAGUERREIRO@HOTMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
58580628;JOSELENE RODRIGUES GREGORIO INSTALACOES LTDA;RUA VITORIA, 54 - VILA PAULO ROBERTO;19046220;18;97231474;JHESCRITORIODECONTABILIDADE@HOTMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
58608474;GUILMAR SERVICOS MEDICOS LTDA;RUA FERNANDO COSTA, 452 - VILA BOA VISTA;19020570;18;21040700;CADASTRO@ESCRITORIOGARCIA.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
58314731;MIRO ESTOFADOS E TAPECARIA LTDA;RUA PROFESSOR MARCOLINO, 735 - PARQUE FURQUIM;19030420;18;91217747;MIRO.ESTOFADOS@HOTMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
58695523;AMJP SERVICOS MEDICOS LTDA;RUA CAMPOS SALES, 216 - VILA SANTA IZABEL;19020730;18;96618160;ALIPIO.JUNQUEIRA@GMAIL.COM;EPP - Empresa de Pequeno Porte;Sociedade Empresária Limitada
58696282;WBS ENGENHARIA LTDA;RUA MITUSI TATEISI, 8 - JARDIM MARACANA;19026400;18;81188787;ESCRITAMAVI@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
58709149;BORGES LIMA LTDA;RUA JOSE MANHOLER, 17 - PARQUE WATAL ISHIBASHI;19033640;18;96463460;VITORBORGESLIMA97@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
58806239;LANFRANCHI CABELO E ESTETICA LTDA;RUA MARILIA, 235 - VILA TABAJARA;19014110;18;39030731;ESCRITORIOGIMENEZ@HOTMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
58873834;FIELD SOLUTIONS GROUP INDUSTRIA E COMERCIO LTDA;RUA GINO PIRON, 611 - JARDIM VALE DO SOL;19063700;11;47269811;CONTATO@GROUPSOLUTION.NET.BR;EPP - Empresa de Pequeno Porte;Sociedade Empresária Limitada
47052300;THRILLERSMASHBURGUER LTDA;RUA IPEROIG, 101 - JARDIM CAICARA;19050620;18;96121951;HAMBURGUERIADELIVERYTD@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
58984661;WE GODOY & BIAZI LTDA;AVENIDA MANOEL GOULART, 2400 - VILA SANTA HELENA;19060000;18;97489914;ANACAROLINA-GODOY@HOTMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
59013034;BRUNA MATIAS REPRESENTACAO COMERCIAL LTDA;RUA ALBINO BOSCOLI, 190 - RESIDENCIAL SAO MARCOS;19023665;18;81008052;BRUNA_AYNARA@HOTMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
59037102;OLIVEIRA & DELFINO HOLDINGS LTDA;AVENIDA JOAQUIM CONSTANTINO, 4570 - JARDIM SATELITE;19063008;18;32722429;ESCRITORIOCONTABILSANTOS@HOTMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
59082879;CAPUTO DRENAGENS LTDA;RUA LUZIA BRUNHOLI MEIDAS, 78 - JARDIM SAO SEBASTIAO;19025833;18;32233812;LEGAL@VALTERCAMPOS.COM.BR;ME - Micro Empresa;Sociedade Empresária Limitada
59090401;XJP INTEMEDIACOES DE NEGOCIOS LTDA;AVENIDA DA SAUDADE, 910 - CIDADE UNIVERSITARIA;19050310;18;33111665;RAZAOSERVICOSADM@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
58762332;DAUDT SERVICOS MEDICOS LTDA;RUA PROFESSOR DITAO, 108 - JARDIM PAULISTANO;19013770;18;32220037;ESCRITORIO.MEDBILL@GMAIL.COM;ME - Micro Empresa;Sociedade Empresária Limitada
